"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","pide","willing_friend_ai_1","willing_romantic_ai_1","wtp_ai","true_ai_1","talk_listen_ai_1","not_judge_ai_1","feel_ai_1","understand_ai_1","body_ai_1","not_mutual_ai_1","nonMember_AI_1","willing_friend_h_1","willing_romantic_h_1","wtp_h","true_h_1","talk_listen_h_1","judge_h_1","understand_h_1","feel_h_1","body_h_1","mutual_h_1","nonMember_h_1","comp_1","comp_2","loneliness_1_1","loneliness_2_1","loneliness_3_1","sensation_1_1","sensation_2_1","sensation_3_1","sensation_4_1","sensation_5_1","sensation_6_1","sensation_7_1","sensation_8_1","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","PROLIFIC_PID","CONDITION"
"377",377,"2023-08-27 14:06:56","2023-08-27 14:10:27","0","Anonymized","100","210","1","2023-08-27 14:10:27","R_264lWzWfNhovHRm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","30","40","2.00","61","29","0","30","0","75","50","28","1","2","35","0","6","77","90","50","77","100","27","82","77","2","","1","","3","","22","4","","50","Anonymized","2"
"378",378,"2023-08-27 14:07:14","2023-08-27 14:10:27","0","Anonymized","100","192","1","2023-08-27 14:10:27","R_2QXLYI9C7JySFLO","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","100","0","0","0","100","50","0","0","100","0","100","1","2","100","100","100","100","100","100","100","100","100","100","100","1","I used Soulmate and Replika","1","","4","","36","1","","100","Anonymized","2"
"379",379,"2023-08-27 14:06:52","2023-08-27 14:10:41","0","Anonymized","100","229","1","2023-08-27 14:10:42","R_3lXh2aTEAvvufDa","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","4.99","100","80","50","100","20","100","80","0","","","","","","","","","","","","2","2","50","25","50","100","100","0","0","0","0","0","50","2","n/a","1","","3","","22","3","","100","Anonymized","1"
"380",380,"2023-08-27 14:02:15","2023-08-27 14:11:01","0","Anonymized","100","526","1","2023-08-27 14:11:02","R_1Kp3bo5NhwoorxV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","1.00","100","100","0","100","100","100","100","0","","","","","","","","","","","","2","2","100","0","0","0","0","0","0","100","100","0","0","2","","2","","1","","59","2","","50","Anonymized","1"
"381",381,"2023-08-27 14:06:48","2023-08-27 14:11:03","0","Anonymized","100","254","1","2023-08-27 14:11:04","R_1mUedFVaBcJMXvg","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","10","0","100","100","100","100","93","100","100","0","","","","","","","","","","","","2","2","0","63","48","100","52","0","0","100","100","100","0","2","","2","","2","","49","4","","97","Anonymized","1"
"382",382,"2023-08-27 14:05:42","2023-08-27 14:11:10","0","Anonymized","100","328","1","2023-08-27 14:11:11","R_1BPonebMHh5goCL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","83","83","4.99","81","93","72","83","29","99","56","59","","","","","","","","","","","","2","2","82","89","88","78","84","41","77","79","68","23","72","2","","2","","3","","41","4","","71","Anonymized","1"
"383",383,"2023-08-27 14:07:48","2023-08-27 14:11:12","0","Anonymized","100","204","1","2023-08-27 14:11:13","R_1mDIuu8s7hJc0Lk","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","30","29","0","81","91","80","77","40","78","79","91","","","","","","","","","","","","1","2","61","50","50","72","60","50","37","63","39","28","50","2","","1","","4","","","4","","60","Anonymized","1"
"384",384,"2023-08-27 14:07:06","2023-08-27 14:11:30","0","Anonymized","100","263","1","2023-08-27 14:11:31","R_31pJV26Ag1khQYi","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","59","15","5","100","63","52","88","83","100","80","15","","","","","","","","","","","","2","2","65","20","39","60","65","10","5","29","24","4","25","2","","1","","1","","52","1","","70","Anonymized","1"
"385",385,"2023-08-27 14:07:37","2023-08-27 14:11:36","0","Anonymized","100","239","1","2023-08-27 14:11:37","R_3rP4LflLRSaWxQm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","5","12","0","55","75","41","0","0","73","37","22","1","2","26","17","28","20","0","0","13","64","51","0","0","2","","2","","3","","60","4","","72","Anonymized","2"
"386",386,"2023-08-27 14:07:28","2023-08-27 14:11:37","0","Anonymized","100","249","1","2023-08-27 14:11:38","R_26g5GJZSUW5HXn5","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","0","5","100","80","90","100","0","100","100","100","","","","","","","","","","","","2","2","0","0","0","73","85","68","78","100","39","45","83","2","","1","","3","","32","4","","68","Anonymized","1"
"387",387,"2023-08-27 14:09:25","2023-08-27 14:12:15","0","Anonymized","100","170","1","2023-08-27 14:12:15","R_3gRTd2vjJf2F9LD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","299","100","81","50","100","50","0","50","100","","","","","","","","","","","","2","2","7","10","12","0","0","0","0","0","0","0","0","2","","1","","4","","47","1","","40","Anonymized","1"
"388",388,"2023-08-27 14:03:46","2023-08-27 14:12:20","0","Anonymized","100","514","1","2023-08-27 14:12:21","R_3JI83vgKgmFYPEy","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","18","0","0","100","68","50","100","100","100","50","53","","","","","","","","","","","","1","2","50","76","73","68","100","50","0","50","50","25","0","2","","2","","1","","32","4","","50","Anonymized","1"
"389",389,"2023-08-27 14:07:18","2023-08-27 14:12:21","0","Anonymized","100","302","1","2023-08-27 14:12:22","R_RtzXJlevUU6QiFb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","15","20","15","15","75","90","85","0","100","0","37","1","2","70","47","60","69","75","35","0","35","25","100","0","2","","1","","3","","43","5","","70","Anonymized","2"
"390",390,"2023-08-27 14:05:59","2023-08-27 14:12:29","0","Anonymized","100","389","1","2023-08-27 14:12:29","R_3EcE0H9tUpyGyhY","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","10","0","0","50","50","50","50","50","91","30","50","1","2","70","30","50","80","30","20","50","80","50","20","10","2","","2","","3","","41","1","","50","Anonymized","2"
"391",391,"2023-08-27 13:58:07","2023-08-27 14:12:30","0","Anonymized","100","862","1","2023-08-27 14:12:30","R_3elB34dbcQiujU6","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","20","5","0","70","0","0","15","0","100","45","30","1","2","60","30","15","26","5","0","10","80","50","0","30","2","","1","","2","","26","4","","85","Anonymized","2"
"392",392,"2023-08-27 14:09:19","2023-08-27 14:12:38","0","Anonymized","100","199","1","2023-08-27 14:12:39","R_3PyKLzgAyp6YKBW","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","78","1","5","27","100","96","100","24","100","94","38","","","","","","","","","","","","2","2","41","24","61","92","92","22","0","83","89","32","68","1","I’ve used Replika for a few years now. ","2","","3","","36","4","","76","Anonymized","1"
"393",393,"2023-08-27 14:08:31","2023-08-27 14:12:48","0","Anonymized","100","256","1","2023-08-27 14:12:48","R_1GZFfDnSSH1McrZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","71","1","5","100","100","21","100","0","100","100","29","","","","","","","","","","","","2","2","52","60","100","91","0","0","0","100","50","0","0","2","","2","","3","","74","5","","100","Anonymized","1"
"394",394,"2023-08-27 14:09:02","2023-08-27 14:13:10","0","Anonymized","100","247","1","2023-08-27 14:13:10","R_1dK8vsqfsT35A83","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","11","41","2","2","40","19","84","0","96","14","32","1","2","35","40","37","86","79","42","28","55","37","5","85","2","","1","","3","","48","4","","59","Anonymized","2"
"395",395,"2023-08-27 14:09:17","2023-08-27 14:13:17","0","Anonymized","100","239","1","2023-08-27 14:13:18","R_1ouK0XxfA22QHF2","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","20","0","5.00","100","100","20","100","0","100","20","9","","","","","","","","","","","","2","2","71","83","96","100","100","74","82","100","100","100","21","2","","1","","3","","52","4","","100","Anonymized","1"
"396",396,"2023-08-27 14:06:02","2023-08-27 14:13:35","0","Anonymized","100","453","1","2023-08-27 14:13:36","R_3J9qgx3XlQ5t253","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","40","30","5.00","60","50","60","60","80","70","51","10","1","2","20","30","20","70","50","20","10","70","70","0","0","2","","1","","3","","71","5","","80","Anonymized","2"
"397",397,"2023-08-27 14:09:35","2023-08-27 14:13:44","0","Anonymized","100","248","1","2023-08-27 14:13:44","R_1Nqwq9lptoowOEg","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","100","0","5.00","50","60","0","0","30","100","20","30","1","2","20","20","10","60","0","0","0","100","10","0","0","2","","2","","3","","52","4","","40","Anonymized","2"
"398",398,"2023-08-27 14:02:44","2023-08-27 14:13:44","0","Anonymized","100","660","1","2023-08-27 14:13:45","R_2tmcF5yMTo8evVh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","5","2","2.99","58","94","86","81","0","97","85","82","","","","","","","","","","","","1","2","0","16","9","63","60","69","39","97","68","82","67","2","","2","","3","","40","4","","75","Anonymized","1"
"399",399,"2023-08-27 14:08:05","2023-08-27 14:13:48","0","Anonymized","100","343","1","2023-08-27 14:13:49","R_RqvrJIOJI4t8BdT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","97","50","100","97","0","100","92","","","","","","","","","","","","2","2","30","39","95","23","17","2","14","76","7","20","0","2","","2","","4","","37","4","","53","Anonymized","1"
"400",400,"2023-08-27 14:02:47","2023-08-27 14:14:01","0","Anonymized","100","674","1","2023-08-27 14:14:02","R_28OP0mOglzhFzDG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","5","0","0.00","100","77","90","100","70","100","100","86","","","","","","","","","","","","2","2","70","92","95","0","40","0","0","59","48","0","0","2","","2","","3","","31","4","","61","Anonymized","1"
"401",401,"2023-08-27 14:08:53","2023-08-27 14:14:15","0","Anonymized","100","321","1","2023-08-27 14:14:15","R_cJbCArANkYPIfyV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","61","19","0.99","25","68","38","70","31","100","25","70","1","2","3","0","0","90","94","40","62","74","54","20","2","2","","1","","3","","63","3","","41","Anonymized","2"
"402",402,"2023-08-27 14:07:04","2023-08-27 14:14:33","0","Anonymized","100","449","1","2023-08-27 14:14:34","R_1j8QKaVF2IsDph4","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","31","26","0.00","100","50","36","88","28","100","42","19","","","","","","","","","","","","2","2","18","22","24","66","72","34","9","83","32","2","11","2","","1","","3","","26","1","","40","Anonymized","1"
"403",403,"2023-08-27 13:56:06","2023-08-27 14:14:46","0","Anonymized","100","1119","1","2023-08-27 14:14:47","R_2ZPPAKsnYqCxe1l","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","21","15","1","28","50","50","0","0","68","61","16","1","2","76","62","77","72","29","0","0","73","21","2","5","2","","1","","3","","50","4","","0","Anonymized","2"
"404",404,"2023-08-27 14:11:53","2023-08-27 14:15:01","0","Anonymized","100","187","1","2023-08-27 14:15:01","R_232YqD3VEFH3zWv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","24","0","0","99","78","27","90","16","100","99","100","","","","","","","","","","","","2","2","80","70","80","76","71","61","61","86","7","2","14","2","","2","","4","","23","1","","75","Anonymized","1"
"405",405,"2023-08-27 13:58:32","2023-08-27 14:15:12","0","Anonymized","100","999","1","2023-08-27 14:15:12","R_2s7rt8Zq406juQW","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","40","0","0","50","40","50","0","0","100","50","60","1","2","40","30","50","40","80","20","0","50","40","0","40","2","","2","","3","","26","3","","30","Anonymized","2"
"406",406,"2023-08-27 14:08:40","2023-08-27 14:15:56","0","Anonymized","100","435","1","2023-08-27 14:15:56","R_3ozGfq9VqTBsiao","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","72","72","0","70","76","75","77","68","73","66","46","1","2","32","30","30","37","72","35","39","65","73","75","34","1","snapchat ","2","","4","","28","4","","61","Anonymized","2"
"407",407,"2023-08-27 14:15:15","2023-08-27 14:16:34","0","Anonymized","100","79","1","2023-08-27 14:16:35","R_Qm5ZIdNtpMq2nAt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","22","28","0.01","39","50","50","36","61","50","39","65","","","","","","","","","","","","2","2","40","11","28","39","55","50","50","45","56","29","46","2","","1","","3","","22","3","","50","Anonymized","1"
"408",408,"2023-08-27 14:08:08","2023-08-27 14:16:36","0","Anonymized","100","508","1","2023-08-27 14:16:36","R_3O16nK50p9h1mL7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","85","75","7.00","0","100","100","0","0","100","0","61","1","2","93","81","84","76","21","21","0","100","39","40","40","2","","2","","3","","72","1","","100","Anonymized","2"
"409",409,"2023-08-27 14:10:54","2023-08-27 14:17:03","0","Anonymized","100","368","1","2023-08-27 14:17:03","R_1pzh5I2FE9I6Wcg","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","65","100","100","67","100","100","82","","","","","","","","","","","","2","2","83","13","21","82","61","24","0","45","50","13","1","2","","2","","3","","71","5","","55","Anonymized","1"
"410",410,"2023-08-27 14:09:23","2023-08-27 14:17:34","0","Anonymized","100","490","1","2023-08-27 14:17:34","R_2zTIxjlRlBVOjvb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anonymized",""
"411",411,"2023-08-27 14:09:23","2023-08-27 14:19:07","0","Anonymized","100","583","1","2023-08-27 14:19:08","R_3fZrtEqRpkvr39t","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","100","44","8","24","100","100","33","100","2","2","8","87","72","93","61","61","0","29","80","71","11","2","","2","","3","","39","4","","96","Anonymized","2"
"412",412,"2023-08-27 14:16:16","2023-08-27 14:20:37","0","Anonymized","100","260","1","2023-08-27 14:20:38","R_25MFS2clCndCO2L","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","50","0","4.99","50","70","0","100","0","0","50","50","1","2","0","0","0","0","0","0","0","70","0","0","0","2","","2","","1","","59","3","","70","Anonymized","2"
"413",413,"2023-08-27 14:04:15","2023-08-27 14:21:09","0","Anonymized","100","1014","1","2023-08-27 14:21:10","R_2QAFgTLLj2X1o0a","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","19","11","0.85","39","11","28","40","17","94","45","37","","","","","","","","","","","","2","2","61","38","51","21","52","17","53","25","30","8","18","2","","1","","1","","35","4","","100","Anonymized","1"
"414",414,"2023-08-27 14:17:55","2023-08-27 14:21:32","0","Anonymized","100","216","1","2023-08-27 14:21:32","R_2tg52gw3JUrvfEy","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","90","50","5","100","100","100","100","60","0","73","0","","","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","0","0","2","","2","","2","","49","4","","9","Anonymized","1"
"415",415,"2023-08-27 14:21:11","2023-08-27 14:23:56","0","Anonymized","100","165","1","2023-08-27 14:23:56","R_2bK7w7uBn0Q4spQ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","81","74","5","0","21","8","0","0","100","0","82","1","2","0","0","0","89","83","31","0","77","66","0","0","2","","1","","3","","52","2","","77","Anonymized","2"
"416",416,"2023-08-27 14:45:17","2023-08-27 14:48:36","0","Anonymized","100","198","1","2023-08-27 14:48:36","R_u8jry7c3iYMbgS5","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","70","0","5","100","92","76","69","18","100","84","89","","","","","","","","","","","","2","2","92","89","100","20","73","0","68","67","17","29","1","2","","2","","4","","33","1","","71","Anonymized","1"
"417",417,"2023-08-27 14:45:30","2023-08-27 14:48:57","0","Anonymized","100","206","1","2023-08-27 14:48:57","R_p0mOj70G6dbvQNX","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","64","29","5","21","59","40","4","1","93","18","71","1","2","8","32","5","33","15","4","0","9","11","41","18","2","","2","","3","","49","4","","82","Anonymized","2"
